,Unnamed: 0,up_to_middle,not_highschool_grad,high_school_grad,some_college,associate,bachelor,graduate,year,tract,county,pop_over_25
703,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2017,381900.0,31.0,814.0
704,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2010,390100.0,31.0,1019.0
705,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2011,390100.0,31.0,1019.0
706,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2012,390100.0,31.0,1019.0
707,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2013,390100.0,31.0,1019.0
708,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2014,390100.0,31.0,1019.0
709,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2015,390100.0,31.0,1019.0
710,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2016,390100.0,31.0,1019.0
711,88.0,0.04416094210009813,0.20314033366045145,0.16094210009813545,0.2512266928361138,0.033366045142296366,0.1746810598626104,0.1324828263002944,2017,390100.0,31.0,1019.0
712,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2010,390200.0,31.0,1323.0
713,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2011,390200.0,31.0,1323.0
714,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2012,390200.0,31.0,1323.0
715,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2013,390200.0,31.0,1323.0
716,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2014,390200.0,31.0,1323.0
717,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2015,390200.0,31.0,1323.0
718,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2016,390200.0,31.0,1323.0
719,89.0,0.0,0.054421768707482984,0.1307634164777022,0.1965230536659108,0.04837490551776266,0.31746031746031744,0.25245653817082386,2017,390200.0,31.0,1323.0
720,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2010,390300.0,31.0,1642.0
721,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2011,390300.0,31.0,1642.0
722,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2012,390300.0,31.0,1642.0
723,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2013,390300.0,31.0,1642.0
724,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2014,390300.0,31.0,1642.0
725,90.0,0.08465286236297198,0.11144945188794153,0.30755176613885504,0.2344701583434836,0.028623629719853837,0.14616321559074302,0.08708891595615104,2015,390300.0,31.0,1642.0
