"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2013,"17031841000",19,6.590,0,1,18,0,18,1955.690,0,1,10,4,3,1,17,15,3,3,0,7,11,5,10,2,1,2,1,0,0,1,4,13,1,4,10,0,0,3,1,17,1,14,0,3
2013,"17031841100",9,0.610,0,0,9,2,7,1410,2,2,2,2,1,1,8,7,2,2,0,8,1,6,1,2,0,2,0,0,0,4,0,5,4,0,3,0,0,2,0,9,0,7,0,2
2013,"17031841200",44,3.490,10,2,32,8,24,1575,8,5,13,2,4,14,18,30,2,2,0,16,16,16,14,0,2,0,2,0,0,8,1,23,8,1,21,0,0,2,3,29,3,27,0,2
2013,"17031841300",17,1.690,2,0,15,7,8,1387.500,7,3,4,1,0,6,9,14,1,1,0,11,4,11,3,0,1,0,1,0,0,8,2,5,8,2,4,0,0,1,3,12,3,11,0,1
2013,"17031841400",33,9.680,5,0,28,5,23,2750,5,1,10,6,6,12,16,26,2,2,0,20,8,20,6,0,2,0,2,0,0,8,1,19,8,1,17,0,0,2,1,27,1,25,0,2
2013,"17031841500",63,8.520,10,0,53,10,43,2500,10,5,13,18,7,16,37,46,7,3,4,35,18,33,13,2,5,2,1,0,4,19,5,29,18,5,23,1,0,6,6,47,6,40,0,7
2013,"17031841600",14,6.520,1,0,13,1,12,1862.500,1,0,8,1,3,7,6,10,3,3,0,10,3,8,2,2,1,2,1,0,0,4,0,9,4,0,6,0,0,3,1,12,1,9,0,3
2013,"17031841700",37,6.340,2,0,35,7,28,1256.810,6,11,10,6,2,1,34,29,6,2,4,18,17,15,14,3,3,1,1,2,2,12,2,21,12,2,15,0,0,6,4,31,4,25,0,6
2013,"17031841800",23,3.990,0,0,23,1,22,1891,1,3,12,4,3,4,19,22,1,0,1,17,6,17,5,0,1,0,0,0,1,8,2,13,8,2,12,0,0,1,2,21,2,20,0,1
2013,"17031841900",30,5.080,3,0,27,0,27,2936.290,0,2,8,14,3,2,25,23,4,3,1,7,20,6,17,1,3,1,2,0,1,3,3,21,2,3,18,1,0,3,2,25,1,22,1,3
2013,"17031842000",12,8.310,1,0,11,2,9,4787,2,0,0,5,4,2,9,9,2,1,1,6,5,6,3,0,2,0,1,0,1,2,1,8,2,1,6,0,0,2,1,10,1,8,0,2
2013,"17031842100",67,6.080,5,0,62,21,41,1970,21,5,22,10,4,28,34,50,12,10,2,36,26,31,19,5,7,3,7,2,0,20,4,38,20,4,26,0,0,12,2,60,2,48,0,12
2013,"17031842200",34,3.130,4,0,30,8,22,3009.660,8,2,9,4,7,3,27,23,7,2,5,16,14,15,8,1,6,1,1,0,5,13,2,15,13,2,8,0,0,7,1,29,1,22,0,7
2013,"17031842300",29,4.140,0,0,29,2,27,4800,2,2,4,9,12,3,26,26,3,3,0,6,23,4,22,2,1,2,1,0,0,1,4,24,1,4,21,0,0,3,1,28,1,25,0,3
2013,"17031842400",22,3.990,2,0,20,3,17,3000,3,1,7,4,5,8,12,17,3,2,1,13,7,11,6,2,1,2,0,0,1,7,1,12,6,1,10,1,0,2,1,19,0,17,1,2
2013,"17031842500",103,13.420,19,1,83,32,51,459.480,33,33,8,4,5,2,81,75,8,0,8,60,23,58,17,2,6,0,0,2,6,40,5,38,40,5,30,0,0,8,7,76,7,68,0,8
2013,"17031842600",15,2.170,3,0,12,2,10,1664.560,2,2,6,2,0,2,10,11,1,1,0,9,3,8,3,1,0,1,0,0,0,6,2,4,6,2,3,0,0,1,1,11,1,10,0,1
2013,"17031842800",36,2.970,6,0,30,11,19,1150,11,8,7,3,1,15,15,27,3,3,0,21,9,20,7,1,2,1,2,0,0,11,2,17,11,2,14,0,0,3,1,29,1,26,0,3
2013,"17031842900",41,4.030,2,0,39,11,28,1880,11,10,7,9,2,0,39,36,3,1,2,18,21,17,19,1,2,0,1,1,1,13,11,15,13,11,12,0,0,3,2,37,2,34,0,3
2013,"17031843000",54,5.930,6,1,47,1,46,1900,1,6,27,10,3,7,40,40,7,6,1,31,16,27,13,4,3,4,2,0,1,19,3,25,19,3,18,0,0,7,0,47,0,40,0,7
2013,"17031843100",17,3.470,1,0,16,3,13,2216,3,2,5,2,4,1,15,15,1,1,0,13,3,12,3,1,0,1,0,0,0,10,2,4,10,2,3,0,0,1,1,15,1,14,0,1
2013,"17031843200",19,2.910,2,0,17,6,11,1930,6,3,5,2,1,9,8,17,0,0,0,9,8,9,8,0,0,0,0,0,0,7,2,8,7,2,8,0,0,0,1,16,1,16,0,0
2013,"17031843300",30,9.110,4,0,26,3,23,1620,3,6,15,1,1,2,24,23,3,1,2,17,9,15,8,2,1,1,0,1,1,9,2,15,9,2,12,0,0,3,2,24,2,21,0,3
2013,"17031843400",21,6.620,2,0,19,2,17,1800,2,4,7,2,4,7,12,16,3,3,0,14,5,13,3,1,2,1,2,0,0,7,0,12,7,0,9,0,0,3,1,18,1,15,0,3
2013,"17031843500",13,8.180,3,1,9,3,6,2175,3,1,2,3,0,4,5,8,1,1,0,4,5,3,5,1,0,1,0,0,0,2,3,4,2,3,3,0,0,1,0,9,0,8,0,1
2013,"17031843600",66,6.240,0,0,66,11,55,863,12,32,11,9,2,5,61,57,9,7,2,41,25,37,20,4,5,4,3,0,2,26,9,31,25,9,23,1,0,8,6,60,6,51,0,9
2013,"17031843700",1,0.260,0,0,1,0,1,8732,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2013,"17031843800",22,5.930,1,0,21,5,16,1870,5,2,10,3,1,8,13,19,2,1,1,14,7,14,5,0,2,0,1,0,1,7,0,14,7,0,12,0,0,2,2,19,2,17,0,2
2013,"17031843900",118,8.200,1,2,115,16,99,2700,16,6,40,32,21,10,105,102,13,12,1,72,43,59,43,13,0,12,0,1,0,39,10,66,37,10,55,2,0,11,15,100,15,87,0,13
2013,"17031980000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"17031980100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"17031010100",135,6.580,8,1,126,6,120,1594.780,6,35,60,19,6,15,111,115,11,8,3,76,50,71,44,5,6,4,4,1,2,44,25,57,44,25,46,0,0,11,15,111,15,100,0,11
2014,"17031010201",100,5.250,12,0,88,14,74,2537.380,14,9,27,24,14,9,79,83,5,4,1,56,32,54,29,2,3,2,2,0,1,33,7,48,33,7,43,0,0,5,10,78,9,74,1,4
2014,"17031010202",46,5.580,4,0,42,3,39,2044.100,3,4,22,10,3,1,41,37,5,4,1,23,19,22,15,1,4,1,3,0,1,15,7,20,15,7,15,0,0,5,4,38,4,33,0,5
2014,"17031010300",49,2.290,5,0,44,5,39,2083.930,4,4,20,14,2,1,43,40,4,4,0,20,24,18,22,2,2,2,2,0,0,11,10,23,11,10,19,0,0,4,2,42,2,38,0,4
2014,"17031010400",32,1.920,1,0,31,2,29,2592.340,3,0,12,15,1,0,31,26,5,5,0,16,15,16,10,0,5,0,5,0,0,13,7,11,13,7,6,0,0,5,4,27,4,22,0,5
2014,"17031010501",48,2.220,4,3,41,5,36,2465,5,6,13,15,2,2,39,37,4,3,1,22,19,20,17,2,2,2,1,0,1,13,5,23,13,5,19,0,0,4,5,36,5,32,0,4
2014,"17031010502",19,1.370,2,0,17,3,14,2484.620,3,3,4,6,1,1,16,17,0,0,0,8,9,8,9,0,0,0,0,0,0,5,5,7,5,5,7,0,0,0,2,15,2,15,0,0
2014,"17031010503",10,0.980,1,0,9,3,6,1622,3,2,4,0,0,1,8,6,3,2,1,4,5,4,2,0,3,0,2,0,1,3,1,5,3,1,2,0,0,3,0,9,0,6,0,3
2014,"17031010600",72,3.110,8,0,64,17,47,2492.500,18,6,17,16,7,2,62,56,8,7,1,34,30,32,24,2,6,2,5,0,1,24,6,34,23,6,27,1,0,7,2,62,2,54,0,8
2014,"17031010701",26,3.210,6,0,20,4,16,2403.060,4,1,8,4,3,0,20,16,4,4,0,13,7,13,3,0,4,0,4,0,0,7,0,13,7,0,9,0,0,4,1,19,1,15,0,4
2014,"17031010702",42,2.490,6,0,36,2,34,2160,2,4,18,9,3,3,33,32,4,3,1,23,13,22,10,1,3,1,2,0,1,11,5,20,11,4,17,0,1,3,2,34,2,30,0,4
2014,"17031020100",31,3.440,2,0,29,2,27,1839,2,5,11,7,4,4,25,24,5,5,0,20,9,17,7,3,2,3,2,0,0,11,2,16,11,2,11,0,0,5,3,26,3,21,0,5
2014,"17031020200",24,4.790,3,0,21,3,18,2030.710,3,2,8,6,2,4,17,15,6,6,0,13,8,10,5,3,3,3,3,0,0,6,4,11,6,4,5,0,0,6,1,20,1,14,0,6
2014,"17031020301",17,3.280,3,0,14,1,13,3110.270,1,0,3,8,2,1,13,13,1,0,1,12,2,11,2,1,0,0,0,1,0,7,0,7,7,0,6,0,0,1,3,11,3,10,0,1
2014,"17031020302",28,3.650,4,1,23,3,20,2933.540,3,0,7,9,4,2,21,21,2,2,0,12,11,12,9,0,2,0,2,0,0,6,5,12,6,5,10,0,0,2,1,22,1,20,0,2
2014,"17031020400",31,3.420,5,0,26,2,24,2480,2,2,10,9,3,2,24,23,3,2,1,15,11,12,11,3,0,2,0,1,0,8,8,10,8,8,7,0,0,3,0,26,0,23,0,3
2014,"17031020500",66,4.110,10,0,56,6,50,2800,6,3,18,20,9,9,47,51,5,5,0,33,23,31,20,2,3,2,3,0,0,21,14,21,21,14,16,0,0,5,4,52,3,48,1,4
2014,"17031020601",41,3.290,5,0,36,5,31,2250,5,4,14,9,4,2,34,33,3,2,1,23,13,22,11,1,2,1,1,0,1,13,5,18,13,5,15,0,0,3,3,33,3,30,0,3
2014,"17031020602",20,2.290,4,0,16,3,13,3277,3,0,3,5,5,4,12,12,4,3,1,11,5,9,3,2,2,2,1,0,1,5,1,10,5,1,6,0,0,4,2,14,2,10,0,4
2014,"17031020701",6,2.280,1,1,4,0,4,2900,0,0,2,2,0,0,4,3,1,1,0,3,1,3,0,0,1,0,1,0,0,2,0,2,2,0,1,0,0,1,0,4,0,3,0,1
2014,"17031020702",35,2.260,7,0,28,4,24,2675,5,2,7,11,3,6,22,26,2,2,0,18,10,18,8,0,2,0,2,0,0,14,2,12,14,2,10,0,0,2,4,24,4,22,0,2
2014,"17031020801",29,2.320,7,1,21,7,14,2130,7,3,5,2,4,5,16,17,4,4,0,12,9,9,8,3,1,3,1,0,0,5,6,10,4,6,7,1,0,3,2,19,2,15,0,4
2014,"17031020802",42,2.960,6,0,36,5,31,2680,5,4,11,9,7,8,28,32,4,4,0,26,10,26,6,0,4,0,4,0,0,16,2,18,16,1,15,0,1,3,4,32,4,28,0,4
2014,"17031020901",50,3.380,5,0,45,12,33,2450,12,1,16,12,4,4,41,44,1,1,0,21,24,20,24,1,0,1,0,0,0,7,10,28,7,10,27,0,0,1,4,41,4,40,0,1
2014,"17031020902",31,4.300,6,0,25,6,19,2430,6,3,7,8,1,4,21,20,5,4,1,14,11,11,9,3,2,3,1,0,1,4,5,16,4,5,11,0,0,5,3,22,3,17,0,5
2014,"17031030101",64,4.060,10,0,54,17,37,1850,17,7,22,7,1,0,54,49,5,2,3,35,19,34,15,1,4,1,1,0,3,20,5,29,20,5,24,0,0,5,3,51,3,46,0,5
2014,"17031030102",50,4.220,2,0,48,5,43,2172.010,5,3,21,13,6,1,47,44,4,4,0,18,30,17,27,1,3,1,3,0,0,7,11,30,7,11,26,0,0,4,5,43,5,39,0,4
2014,"17031030103",15,1.750,1,0,14,2,12,2329.900,2,0,6,6,0,0,14,13,1,1,0,4,10,4,9,0,1,0,1,0,0,3,6,5,3,6,4,0,0,1,1,13,1,12,0,1
2014,"17031030104",23,3.010,0,0,23,1,22,4005.350,1,1,5,10,6,0,23,22,1,1,0,16,7,15,7,1,0,1,0,0,0,7,3,13,7,3,12,0,0,1,2,21,2,20,0,1
2014,"17031030200",13,0.910,2,0,11,2,9,3510,2,1,2,4,2,0,11,10,1,1,0,5,6,4,6,1,0,1,0,0,0,2,3,6,2,3,5,0,0,1,0,11,0,10,0,1
2014,"17031030300",25,2.390,1,0,24,5,19,2334.500,6,2,7,8,1,2,22,24,0,0,0,15,9,15,9,0,0,0,0,0,0,10,1,13,10,1,13,0,0,0,2,22,2,22,0,0
2014,"17031030400",20,2.410,2,0,18,3,15,1838,3,2,10,3,0,7,11,18,0,0,0,16,2,16,2,0,0,0,0,0,0,10,1,7,10,1,7,0,0,0,3,15,3,15,0,0
2014,"17031030500",29,1.730,7,1,21,0,21,2408.260,0,1,10,7,3,6,15,19,2,2,0,9,12,9,10,0,2,0,2,0,0,4,5,12,4,5,10,0,0,2,2,19,2,17,0,2
2014,"17031030601",37,2.520,1,0,36,4,32,1977.090,4,0,21,7,4,0,36,33,3,2,1,14,22,14,19,0,3,0,2,0,1,9,8,19,9,8,16,0,0,3,4,32,4,29,0,3
2014,"17031030603",39,2.890,2,0,37,7,30,1560,7,4,21,4,1,1,36,35,2,1,1,16,21,14,21,2,0,1,0,1,0,8,6,23,8,6,21,0,0,2,3,34,3,32,0,2
2014,"17031030604",72,4.380,5,0,67,13,54,2037,14,3,30,16,4,1,66,61,6,3,3,32,35,27,34,5,1,3,0,2,1,20,14,33,19,14,28,1,0,5,6,61,6,55,0,6
2014,"17031030701",11,1.430,0,0,11,1,10,1499.960,1,3,4,0,3,1,10,10,1,1,0,8,3,8,2,0,1,0,1,0,0,6,1,4,6,1,3,0,0,1,2,9,2,8,0,1
2014,"17031030702",3,1.020,1,0,2,0,2,7480,0,0,0,1,1,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0
2014,"17031030703",27,2.050,4,0,23,5,18,1405,5,6,6,4,2,0,23,20,3,0,3,13,10,13,7,0,3,0,0,0,3,6,2,15,6,2,12,0,0,3,0,23,0,20,0,3
2014,"17031030706",31,1.700,2,0,29,8,21,2622.250,8,1,9,5,6,0,29,25,4,3,1,14,15,13,12,1,3,1,2,0,1,5,3,21,5,3,17,0,0,4,2,27,2,23,0,4
2014,"17031030800",6,0.490,2,0,4,1,3,1358,1,1,2,0,0,0,4,3,1,1,0,1,3,0,3,1,0,1,0,0,0,0,1,3,0,1,2,0,0,1,0,4,0,3,0,1
2014,"17031030900",6,0.680,1,0,5,2,3,2500,2,0,1,2,0,0,5,5,0,0,0,4,1,4,1,0,0,0,0,0,0,2,0,3,2,0,3,0,0,0,1,4,1,4,0,0
2014,"17031031000",12,0.910,1,0,11,2,9,2143.120,2,2,3,4,0,0,11,11,0,0,0,7,4,7,4,0,0,0,0,0,0,4,2,5,4,2,5,0,0,0,1,10,1,10,0,0
2014,"17031031100",12,0.680,1,0,11,1,10,4115.450,1,1,0,5,4,1,10,10,1,1,0,6,5,5,5,1,0,1,0,0,0,2,4,5,2,4,4,0,0,1,1,10,1,9,0,1
2014,"17031031200",49,2.040,2,0,47,11,36,1510.950,11,10,20,6,0,4,43,39,8,2,6,27,20,26,13,1,7,0,2,1,5,18,7,22,18,7,14,0,0,8,1,46,1,38,0,8
2014,"17031031300",57,2.080,8,0,49,7,42,2449.460,7,2,21,13,6,3,46,44,5,3,2,33,16,31,13,2,3,1,2,1,1,18,9,22,18,8,18,0,1,4,5,44,4,40,1,4
2014,"17031031400",26,1.840,1,0,25,2,23,2926.700,2,1,8,10,4,2,23,22,3,3,0,17,8,14,8,3,0,3,0,0,0,3,2,20,2,2,18,1,0,2,7,18,6,16,1,2
2014,"17031031501",57,3.390,1,0,56,9,47,1320,9,9,30,6,2,2,54,52,4,2,2,16,40,14,38,2,2,2,0,0,2,10,21,25,10,21,21,0,0,4,4,52,4,48,0,4
2014,"17031031502",40,1.820,0,0,40,8,32,1463.250,8,6,17,5,4,0,40,35,5,2,3,12,28,10,25,2,3,1,1,1,2,6,8,26,6,8,21,0,0,5,4,36,4,31,0,5
2014,"17031031700",56,2.070,6,0,50,10,40,1612,10,12,17,8,3,1,49,45,5,2,3,29,21,28,17,1,4,1,1,0,3,21,6,23,21,6,18,0,0,5,2,48,2,43,0,5
2014,"17031031800",8,1.400,0,0,8,0,8,2132,0,1,3,3,1,2,6,8,0,0,0,5,3,5,3,0,0,0,0,0,0,2,1,5,2,1,5,0,0,0,1,7,1,7,0,0
2014,"17031031900",12,1.310,0,1,11,0,11,1682.980,0,4,4,3,0,0,11,7,4,3,1,3,8,3,4,0,4,0,3,0,1,1,3,7,1,3,3,0,0,4,0,11,0,7,0,4
2014,"17031032100",52,1.600,1,2,49,3,46,1468.750,2,13,24,7,3,1,48,46,3,3,0,32,17,30,16,2,1,2,1,0,0,22,8,19,22,8,16,0,0,3,6,43,5,41,1,2
2014,"17031040100",12,1.310,3,0,9,0,9,1500,0,4,2,3,0,1,8,9,0,0,0,6,3,6,3,0,0,0,0,0,0,5,2,2,5,2,2,0,0,0,0,9,0,9,0,0
2014,"17031040201",23,1.240,1,0,22,5,17,2800,5,0,7,8,2,3,19,17,5,4,1,13,9,11,6,2,3,1,3,1,0,10,1,11,10,1,6,0,0,5,0,22,0,17,0,5
2014,"17031040202",47,2.400,7,0,40,11,29,2392.500,10,1,15,8,6,4,36,35,5,5,0,19,21,17,18,2,3,2,3,0,0,13,10,17,12,10,13,1,0,4,3,37,2,33,1,4
2014,"17031040300",5,1.460,1,0,4,1,3,3461.780,1,1,0,1,1,1,3,3,1,1,0,1,3,1,2,0,1,0,1,0,0,1,2,1,1,2,0,0,0,1,0,4,0,3,0,1
2014,"17031040401",9,1.550,2,0,7,1,6,1737.500,1,2,4,0,0,0,7,7,0,0,0,5,2,5,2,0,0,0,0,0,0,2,1,4,2,1,4,0,0,0,1,6,1,6,0,0
2014,"17031040402",16,0.990,1,1,14,3,11,1900,3,2,6,2,1,2,12,12,2,1,1,8,6,7,5,1,1,1,0,0,1,5,2,7,5,2,5,0,0,2,1,13,1,11,0,2
2014,"17031040600",7,0.840,0,0,7,3,4,2198.530,3,0,3,1,0,1,6,7,0,0,0,6,1,6,1,0,0,0,0,0,0,4,1,2,4,1,2,0,0,0,0,7,0,7,0,0
2014,"17031040700",12,1.270,4,0,8,0,8,1170,0,4,4,0,0,0,8,6,2,2,0,4,4,4,2,0,2,0,2,0,0,1,1,6,1,1,4,0,0,2,1,7,1,5,0,2
2014,"17031040800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"17031040900",4,0.570,0,0,4,0,4,2435,0,0,2,1,1,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,1,3,1,3,0,0
2014,"17031050100",5,0.670,0,0,5,1,4,2750,0,0,2,1,2,0,5,3,2,2,0,3,2,2,1,1,1,1,1,0,0,0,0,5,0,0,3,0,0,2,0,5,0,3,0,2
2014,"17031050200",8,0.740,1,0,7,3,4,2853.370,3,0,2,1,1,0,7,6,1,1,0,6,1,5,1,1,0,1,0,0,0,2,1,4,2,1,3,0,0,1,1,6,1,5,0,1
2014,"17031050300",2,0.320,1,0,1,0,1,1994,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031050500",10,0.940,2,0,8,1,7,4300,1,0,1,3,3,1,7,7,1,1,0,5,3,4,3,1,0,1,0,0,0,3,0,5,3,0,4,0,0,1,1,7,0,7,1,0
2014,"17031050600",1,0.180,0,0,1,0,1,1850.620,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2014,"17031050700",2,0.870,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2014,"17031050800",1,0.340,0,0,1,0,1,3742,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2014,"17031050900",2,0.550,0,0,2,0,2,1225,0,0,2,0,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0
2014,"17031051000",3,0.840,0,0,3,2,1,19271,2,0,0,0,1,0,3,3,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0
2014,"17031051100",2,0.540,0,0,2,0,2,3004.640,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,1
2014,"17031051200",3,0.800,0,0,3,0,3,2900,0,0,1,2,0,0,3,2,1,1,0,3,0,2,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,1,0,3,0,2,0,1
2014,"17031051300",2,0.570,1,0,1,0,1,3089.150,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2014,"17031051400",5,1.190,1,0,4,0,4,3492.500,0,0,1,2,1,0,4,3,1,1,0,3,1,2,1,1,0,1,0,0,0,2,0,2,2,0,1,0,0,1,0,4,0,3,0,1
2014,"17031060100",6,0.930,0,0,6,1,5,2527.960,1,1,1,2,1,1,5,6,0,0,0,4,2,4,2,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,6,0,6,0,0
2014,"17031060200",4,0.480,0,0,4,2,2,1970,2,0,1,1,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,4,0,4,0,0
2014,"17031060300",3,0.460,1,0,2,1,1,1000,1,0,1,0,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
2014,"17031060400",5,0.560,0,0,5,2,3,10280,2,0,1,0,2,4,1,5,0,0,0,2,3,2,3,0,0,0,0,0,0,2,1,2,2,1,2,0,0,0,0,5,0,5,0,0
2014,"17031060500",5,0.820,0,0,5,1,4,1405.460,1,1,2,1,0,0,5,4,1,0,1,2,3,2,2,0,1,0,0,0,1,1,1,3,1,1,2,0,0,1,0,5,0,4,0,1
2014,"17031060800",43,2.830,1,0,42,2,40,3213.680,2,1,13,19,7,1,41,41,1,1,0,15,27,15,26,0,1,0,1,0,0,7,11,24,7,11,23,0,0,1,4,38,4,37,0,1
2014,"17031060900",49,1.700,3,0,46,1,45,2591.540,1,1,19,17,8,6,40,40,6,6,0,21,25,19,21,2,4,2,4,0,0,13,15,18,12,15,13,1,0,5,4,42,3,37,1,5
2014,"17031061000",4,0.600,0,0,4,0,4,3115.900,0,0,0,3,1,0,4,3,1,1,0,2,2,2,1,0,1,0,1,0,0,0,0,4,0,0,3,0,0,1,0,4,0,3,0,1
2014,"17031061100",1,0.230,0,0,1,0,1,2373.680,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031061200",1,0.180,0,0,1,0,1,3825,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031061500",1,0.170,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031061800",3,0.520,0,0,3,0,3,1240,0,0,3,0,0,0,3,3,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,3,0,0
2014,"17031061901",11,0.660,1,0,10,0,10,3210,0,1,1,6,2,0,10,8,2,2,0,7,3,6,2,1,1,1,1,0,0,5,2,3,4,2,2,1,0,1,2,8,2,6,0,2
2014,"17031061902",19,0.910,0,0,19,1,18,2082.650,1,1,9,4,4,0,19,17,2,1,1,6,13,6,11,0,2,0,1,0,1,4,7,8,4,7,6,0,0,2,2,17,2,15,0,2
2014,"17031062000",11,0.990,2,0,9,0,9,1733,0,1,6,2,0,0,9,9,0,0,0,7,2,7,2,0,0,0,0,0,0,2,1,6,2,1,6,0,0,0,2,7,2,7,0,0
2014,"17031062100",9,0.710,1,0,8,1,7,1750,1,0,5,2,0,0,8,8,0,0,0,1,7,1,7,0,0,0,0,0,0,0,1,7,0,1,7,0,0,0,0,8,0,8,0,0
2014,"17031062200",1,0.120,0,0,1,0,1,5600,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031062300",2,0.490,0,0,2,0,2,4486.500,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0
2014,"17031062400",3,0.790,0,0,3,0,3,4019.450,0,0,1,1,1,0,3,2,1,1,0,2,1,2,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,0,3,0,2,0,1
2014,"17031062500",33,9.410,0,1,32,5,27,1510,5,11,10,6,0,0,32,29,3,0,3,18,14,18,11,0,3,0,0,0,3,16,6,10,16,6,7,0,0,3,1,31,1,28,0,3
2014,"17031062600",3,0.880,0,0,3,1,2,2755.960,1,0,1,1,0,1,2,2,1,1,0,1,2,0,2,1,0,1,0,0,0,0,1,2,0,1,1,0,0,1,0,3,0,2,0,1
2014,"17031062700",2,0.290,0,0,2,0,2,5587.500,0,0,1,0,1,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0
2014,"17031062800",6,0.710,0,1,5,1,4,3297.080,1,1,0,2,1,1,4,5,0,0,0,3,2,3,2,0,0,0,0,0,0,2,1,2,2,1,2,0,0,0,1,4,1,4,0,0
2014,"17031062900",1,0.090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"17031063000",5,0.400,0,0,5,2,3,3560,2,0,0,2,1,1,4,5,0,0,0,4,1,4,1,0,0,0,0,0,0,4,0,1,4,0,1,0,0,0,0,5,0,5,0,0
2014,"17031063100",5,0.520,0,0,5,0,5,2263.050,0,0,3,2,0,0,5,4,1,1,0,2,3,1,3,1,0,1,0,0,0,1,2,2,1,2,1,0,0,1,0,5,0,4,0,1
