"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2010,"17031620300",16,3.170,0,0,16,8,8,1737.250,8,3,3,1,1,8,8,12,4,3,1,12,4,10,2,2,2,2,1,0,1,8,1,7,7,1,4,1,0,3,1,15,1,11,0,4
2010,"17031620400",9,4.090,1,0,8,0,8,2247,0,2,4,2,0,5,3,8,0,0,0,5,3,5,3,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,1,7,1,7,0,0
2010,"17031630100",15,6.070,1,0,14,1,13,1350,1,3,6,3,1,1,13,10,4,1,3,8,6,7,3,1,3,1,0,0,3,3,1,10,3,1,6,0,0,4,1,13,1,9,0,4
2010,"17031630200",11,4.070,4,0,7,2,5,1677.300,2,1,3,1,0,3,4,7,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,1,6,1,6,0,0
2010,"17031630300",13,2.970,0,0,13,8,5,2250,8,1,2,2,0,6,7,11,2,2,0,8,5,6,5,2,0,2,0,0,0,5,2,6,4,2,5,1,0,1,0,13,0,11,0,2
2010,"17031630400",28,4.110,3,0,25,1,24,1800,1,5,14,4,1,13,12,22,3,1,2,12,13,10,12,2,1,1,0,1,1,7,5,13,7,5,10,0,0,3,1,24,1,21,0,3
2010,"17031630500",14,1.960,2,0,12,2,10,1645,2,4,5,1,0,8,4,12,0,0,0,8,4,8,4,0,0,0,0,0,0,5,1,6,5,1,6,0,0,0,3,9,3,9,0,0
2010,"17031630800",21,3.150,1,1,19,6,13,2600,6,1,5,5,2,2,17,17,2,1,1,15,4,14,3,1,1,0,1,1,0,8,1,10,8,1,8,0,0,2,1,18,1,16,0,2
2010,"17031630900",13,2.100,3,0,10,3,7,800,3,4,2,1,0,4,6,9,1,1,0,4,6,4,5,0,1,0,1,0,0,2,0,8,2,0,7,0,0,1,0,10,0,9,0,1
2010,"17031640100",10,6.760,0,0,10,4,6,1190,3,3,4,0,0,6,4,8,2,1,1,5,5,4,4,1,1,1,0,0,1,3,0,7,3,0,5,0,0,2,0,10,0,8,0,2
2010,"17031640300",25,5.380,2,0,23,3,20,1629.630,3,5,13,2,0,10,13,20,3,2,1,10,13,10,10,0,3,0,2,0,1,6,1,16,6,1,13,0,0,3,3,20,3,17,0,3
2010,"17031640400",7,2.470,1,0,6,0,6,1809,0,0,6,0,0,2,4,4,2,2,0,3,3,2,2,1,1,1,1,0,0,2,0,4,2,0,2,0,0,2,1,5,1,3,0,2
2010,"17031640500",11,5.160,1,1,9,4,5,1670,4,1,2,1,1,1,8,8,1,1,0,5,4,4,4,1,0,1,0,0,0,1,2,6,1,2,5,0,0,1,2,7,2,6,0,1
2010,"17031640600",23,3,1,0,22,3,19,1262,3,7,7,5,0,10,12,20,2,2,0,16,6,14,6,2,0,2,0,0,0,5,1,16,5,1,14,0,0,2,2,20,2,18,0,2
2010,"17031640700",7,3.130,2,0,5,0,5,3376.840,0,0,2,2,1,1,4,3,2,1,1,3,2,2,1,1,1,1,0,0,1,1,1,3,1,1,1,0,0,2,1,4,1,2,0,2
2010,"17031640800",3,2.800,0,0,3,1,2,2425,1,0,2,0,0,1,2,3,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,3,0,3,0,0
2010,"17031650100",21,5.750,1,0,20,1,19,2160,1,4,6,6,3,7,13,18,2,2,0,13,7,12,6,1,1,1,1,0,0,9,1,10,9,1,8,0,0,2,5,15,5,13,0,2
2010,"17031650200",24,3.240,4,0,20,4,16,1562.500,4,3,10,2,1,9,11,17,3,3,0,12,8,11,6,1,2,1,2,0,0,7,2,11,7,2,8,0,0,3,3,17,3,14,0,3
2010,"17031650301",12,3.130,2,0,10,2,8,2375,2,0,4,2,2,5,5,10,0,0,0,4,6,4,6,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,2,8,2,8,0,0
2010,"17031650302",11,39.290,4,0,7,2,5,1399.530,2,0,4,0,1,1,6,7,0,0,0,4,3,4,3,0,0,0,0,0,0,2,0,5,2,0,5,0,0,0,0,7,0,7,0,0
2010,"17031650400",16,4.310,1,1,14,7,7,5317.500,6,0,3,1,4,4,10,13,1,1,0,4,10,4,9,0,1,0,1,0,0,3,2,9,3,2,8,0,0,1,1,13,1,12,0,1
2010,"17031650500",24,10.040,2,0,22,2,20,5831.930,2,0,3,6,11,4,18,19,3,1,2,7,15,7,12,0,3,0,1,0,2,4,3,15,4,3,12,0,0,3,1,21,1,18,0,3
2010,"17031660301",28,5.170,1,0,27,4,23,1260,4,6,15,2,0,6,21,26,1,1,0,17,10,17,9,0,1,0,1,0,0,12,3,12,12,3,11,0,0,1,9,18,9,17,0,1
2010,"17031660302",62,7.450,3,1,58,11,47,1770,11,8,20,6,13,13,45,52,6,5,1,35,23,32,20,3,3,3,2,0,1,24,3,31,22,3,27,2,0,4,3,55,3,49,0,6
2010,"17031660400",21,3,0,0,21,4,17,1205,5,4,10,2,0,4,17,21,0,0,0,16,5,16,5,0,0,0,0,0,0,9,1,11,9,1,11,0,0,0,4,17,4,17,0,0
2010,"17031660500",22,3.050,0,0,22,12,10,1350,12,4,3,2,1,10,12,20,2,1,1,14,8,13,7,1,1,0,1,1,0,11,5,6,11,5,4,0,0,2,1,21,1,19,0,2
2010,"17031660600",126,8.970,6,0,120,26,94,1501.190,26,27,49,12,6,28,92,106,14,10,4,81,39,73,33,8,6,6,4,2,2,44,8,68,43,8,55,1,0,13,20,100,19,87,1,13
2010,"17031660700",14,4.710,0,0,14,3,11,2800,3,1,4,6,0,8,6,14,0,0,0,9,5,9,5,0,0,0,0,0,0,4,0,10,4,0,10,0,0,0,4,10,4,10,0,0
2010,"17031660800",96,7.070,4,1,91,24,67,1588.660,24,20,32,13,2,38,53,86,5,3,2,60,31,57,29,3,2,2,1,1,1,42,12,37,41,12,33,1,0,4,13,78,13,73,0,5
2010,"17031660900",67,5.410,9,0,58,8,50,1790,8,11,28,8,3,33,25,50,8,6,2,36,22,31,19,5,3,4,2,1,1,22,4,32,22,3,25,0,1,7,6,52,4,46,2,6
2010,"17031661000",50,5.920,6,1,43,14,29,1915,13,3,17,8,2,21,22,38,5,4,1,20,23,19,19,1,4,1,3,0,1,9,6,28,9,5,24,0,1,4,2,41,2,36,0,5
2010,"17031661100",21,3.320,5,0,16,3,13,2440,3,3,4,3,3,5,11,14,2,2,0,10,6,9,5,1,1,1,1,0,0,6,0,10,6,0,8,0,0,2,3,13,3,11,0,2
2010,"17031670100",22,8.030,3,0,19,6,13,2000,6,2,7,2,2,11,8,16,3,3,0,7,12,7,9,0,3,0,3,0,0,5,2,12,5,2,9,0,0,3,0,19,0,16,0,3
2010,"17031670200",14,5.020,0,0,14,3,11,2344,3,2,4,4,1,6,8,13,1,1,0,6,8,5,8,1,0,1,0,0,0,4,3,7,4,3,6,0,0,1,1,13,1,12,0,1
2010,"17031670300",18,6.640,1,0,17,11,6,1450,11,0,5,0,1,10,7,15,2,2,0,12,5,11,4,1,1,1,1,0,0,7,0,10,6,0,9,1,0,1,0,17,0,15,0,2
2010,"17031670400",15,4.450,2,2,11,2,9,1900,2,1,5,2,1,7,4,10,1,1,0,5,6,5,5,0,1,0,1,0,0,2,1,8,2,1,7,0,0,1,2,9,2,8,0,1
2010,"17031670500",9,5.810,0,0,9,3,6,2951,2,1,1,4,1,3,6,9,0,0,0,7,2,7,2,0,0,0,0,0,0,6,0,3,6,0,3,0,0,0,2,7,2,7,0,0
2010,"17031670600",8,2.890,2,0,6,3,3,2470,3,1,1,1,0,4,2,4,2,2,0,4,2,4,0,0,2,0,2,0,0,3,0,3,3,0,1,0,0,2,0,6,0,4,0,2
2010,"17031670700",13,5.100,1,0,12,2,10,1672,2,4,3,1,2,6,6,11,1,1,0,9,3,8,3,1,0,1,0,0,0,6,2,4,6,2,3,0,0,1,2,10,2,9,0,1
2010,"17031670800",41,9.010,3,0,38,15,23,1740,16,5,8,6,3,21,17,36,2,2,0,31,7,29,7,2,0,2,0,0,0,20,4,14,19,4,13,1,0,1,5,33,5,31,0,2
2010,"17031670900",11,4.400,2,0,9,2,7,1500,2,1,5,1,0,2,7,7,2,1,1,9,0,7,0,2,0,1,0,1,0,5,0,4,4,0,3,1,0,1,2,7,2,5,0,2
2010,"17031671100",15,6,3,0,12,2,10,2220,2,2,4,4,0,4,8,11,1,1,0,10,2,9,2,1,0,1,0,0,0,5,1,6,5,1,5,0,0,1,0,12,0,11,0,1
2010,"17031671200",14,5.220,1,0,13,5,8,2850,5,1,1,5,1,6,7,12,1,1,0,10,3,9,3,1,0,1,0,0,0,6,0,7,6,0,6,0,0,1,2,11,2,10,0,1
2010,"17031671300",33,6.240,2,2,29,9,20,2073,9,2,11,6,1,16,13,24,5,5,0,23,6,20,4,3,2,3,2,0,0,13,2,14,13,2,9,0,0,5,7,22,6,18,1,4
2010,"17031671400",17,10.300,1,0,16,7,9,1875,7,1,8,0,0,5,11,15,1,1,0,9,7,9,6,0,1,0,1,0,0,4,1,11,4,1,10,0,0,1,1,15,1,14,0,1
2010,"17031671500",26,4.890,7,0,19,6,13,2525,5,1,6,7,0,13,6,18,1,1,0,8,11,7,11,1,0,1,0,0,0,4,1,14,4,1,13,0,0,1,1,18,1,17,0,1
2010,"17031671600",38,5.660,5,0,33,9,24,1750,9,6,10,7,1,26,7,32,1,1,0,24,9,23,9,1,0,1,0,0,0,13,2,18,13,2,17,0,0,1,7,26,7,25,0,1
2010,"17031671800",7,3.300,0,0,7,1,6,2628.780,1,0,3,2,1,3,4,5,2,1,1,3,4,2,3,1,1,0,1,1,0,2,2,3,2,2,1,0,0,2,0,7,0,5,0,2
2010,"17031671900",9,6.470,2,0,7,3,4,2750,3,0,1,3,0,6,1,7,0,0,0,4,3,4,3,0,0,0,0,0,0,2,1,4,2,1,4,0,0,0,0,7,0,7,0,0
2010,"17031672000",28,8.920,5,1,22,10,12,1900,10,2,7,1,2,8,14,20,2,1,1,13,9,13,7,0,2,0,1,0,1,10,3,9,10,3,7,0,0,2,3,19,3,17,0,2
2010,"17031680500",22,6.810,2,0,20,5,15,1875,4,3,6,5,2,14,6,19,1,1,0,13,7,12,7,1,0,1,0,0,0,8,1,11,8,1,10,0,0,1,5,15,5,14,0,1
2010,"17031680600",26,5.860,0,1,25,6,19,1300,6,6,9,3,1,22,3,22,3,3,0,14,11,14,8,0,3,0,3,0,0,8,0,17,8,0,14,0,0,3,4,21,4,18,0,3
2010,"17031680900",69,4.270,1,2,66,22,44,1796.920,22,4,25,13,2,13,53,65,1,0,1,50,16,50,15,0,1,0,0,0,1,33,5,28,33,5,27,0,0,1,7,59,7,58,0,1
2010,"17031681000",53,5.430,3,0,50,10,40,2037.500,10,10,14,14,2,21,29,45,5,4,1,38,12,37,8,1,4,1,3,0,1,19,1,30,19,1,25,0,0,5,13,37,13,32,0,5
2010,"17031681100",58,6.040,6,0,52,12,40,1650,12,10,20,8,2,25,27,49,3,3,0,36,16,33,16,3,0,3,0,0,0,19,4,29,19,4,26,0,0,3,7,45,7,42,0,3
2010,"17031681200",53,6.880,1,0,52,12,40,2500,13,11,8,16,4,20,32,47,5,3,2,30,22,28,19,2,3,2,1,0,2,21,4,27,21,4,22,0,0,5,7,45,7,40,0,5
2010,"17031681300",97,10.200,1,0,96,12,84,1300,12,29,35,13,7,54,42,90,6,4,2,68,28,64,26,4,2,4,0,0,2,49,9,38,47,8,35,2,1,3,16,80,15,75,1,5
2010,"17031681400",44,5.980,9,0,35,5,30,1850,5,1,19,7,3,20,15,34,1,1,0,25,10,24,10,1,0,1,0,0,0,14,4,17,14,4,16,0,0,1,7,28,7,27,0,1
2010,"17031690300",43,5.450,3,0,40,12,28,1819.060,12,6,14,6,2,14,26,36,4,4,0,29,11,27,9,2,2,2,2,0,0,22,2,16,21,2,13,1,0,3,2,38,2,34,0,4
2010,"17031690400",113,8.330,5,1,107,29,78,1600,30,13,47,15,2,25,82,95,12,12,0,72,35,65,30,7,5,7,5,0,0,51,5,51,48,5,42,3,0,9,12,95,12,83,0,12
2010,"17031690500",14,4.710,1,0,13,6,7,1825,6,1,4,2,0,3,10,13,0,0,0,7,6,7,6,0,0,0,0,0,0,3,4,6,3,4,6,0,0,0,1,12,1,12,0,0
2010,"17031690900",78,6.150,4,4,70,19,51,1611.250,18,11,28,10,3,26,44,63,7,6,1,46,24,43,20,3,4,3,3,0,1,30,7,33,30,7,26,0,0,7,10,60,10,53,0,7
2010,"17031691000",43,6.350,4,0,39,5,34,1369,5,4,28,1,1,7,32,30,9,9,0,25,14,19,11,6,3,6,3,0,0,17,4,18,14,2,14,3,2,4,7,32,6,24,1,8
2010,"17031691100",57,5.100,7,0,50,16,34,2562.500,16,4,12,14,4,21,29,45,5,4,1,37,13,34,11,3,2,2,2,1,0,25,1,24,24,1,20,1,0,4,7,43,7,38,0,5
2010,"17031691200",93,11.790,7,1,85,32,53,1433.720,31,18,22,3,11,19,66,79,6,4,2,58,27,56,23,2,4,2,2,0,2,37,6,42,37,6,36,0,0,6,7,78,7,72,0,6
2010,"17031691300",20,3.820,1,2,17,6,11,3325,6,0,5,1,5,6,11,15,2,1,1,12,5,11,4,1,1,1,0,0,1,6,1,10,6,1,8,0,0,2,0,17,0,15,0,2
2010,"17031691400",72,10.070,4,0,68,22,46,2700,21,5,17,19,6,29,39,60,8,7,1,49,19,44,16,5,3,5,2,0,1,33,6,29,32,6,22,1,0,7,13,55,12,48,1,7
2010,"17031691500",31,4.950,1,0,30,13,17,1885,13,2,10,3,2,8,22,27,3,3,0,24,6,23,4,1,2,1,2,0,0,16,0,14,16,0,11,0,0,3,4,26,4,23,0,3
2010,"17031700100",13,4.420,0,0,13,1,12,3650,1,1,4,3,4,4,9,11,2,1,1,6,7,5,6,1,1,1,0,0,1,2,2,9,2,2,7,0,0,2,2,11,2,9,0,2
2010,"17031700200",14,5.360,2,1,11,5,6,2050,5,1,2,2,1,3,8,9,2,2,0,5,6,3,6,2,0,2,0,0,0,1,3,7,1,3,5,0,0,2,1,10,0,9,1,1
2010,"17031700301",11,4.950,3,0,8,5,3,675,5,2,1,0,0,2,6,7,1,1,0,8,0,7,0,1,0,1,0,0,0,5,0,3,5,0,2,0,0,1,1,7,1,6,0,1
2010,"17031700302",4,2.940,0,1,3,0,3,2325,0,0,2,1,0,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,2,0,0
2010,"17031700401",19,10.560,2,0,17,8,9,3695,8,1,3,4,1,7,10,14,3,1,2,8,9,6,8,2,1,1,0,1,1,4,1,12,3,1,10,1,0,2,1,16,0,14,1,2
2010,"17031700402",8,22.860,1,0,7,3,4,4863.900,3,0,2,0,2,1,6,7,0,0,0,4,3,4,3,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,7,0,7,0,0
2010,"17031700501",25,5.910,0,0,25,5,20,2027.130,5,4,8,5,3,5,20,21,4,3,1,15,10,12,9,3,1,3,0,0,1,10,2,13,10,2,9,0,0,4,2,23,2,19,0,4
2010,"17031700502",7,4.640,0,0,7,1,6,2356.150,1,1,2,1,2,1,6,5,2,2,0,4,3,3,2,1,1,1,1,0,0,3,1,3,2,1,2,1,0,1,1,6,0,5,1,1
2010,"17031710100",40,9.880,0,0,40,6,34,1340,6,11,15,7,1,19,21,37,3,2,1,24,16,24,13,0,3,0,2,0,1,17,8,15,17,7,13,0,1,2,7,33,7,30,0,3
2010,"17031710200",132,8.040,2,0,130,22,108,1500,21,27,47,27,8,32,98,116,14,11,3,77,53,71,45,6,8,5,6,1,2,45,12,73,44,12,60,1,0,13,17,113,17,99,0,14
2010,"17031710300",47,9.710,0,0,47,7,40,1911.380,7,11,22,6,1,1,46,46,1,1,0,40,7,39,7,1,0,1,0,0,0,27,2,18,27,2,17,0,0,1,9,38,9,37,0,1
2010,"17031710400",58,6.220,3,0,55,10,45,2210,10,4,24,12,5,18,37,50,5,5,0,40,15,38,12,2,3,2,3,0,0,24,7,24,23,7,20,1,0,4,6,49,6,44,0,5
2010,"17031710500",81,6.360,3,1,77,10,67,1603.850,10,14,43,7,3,20,57,72,5,5,0,51,26,49,23,2,3,2,3,0,0,31,7,39,30,7,35,1,0,4,11,66,11,61,0,5
2010,"17031710600",63,13.100,0,1,62,9,53,1950,9,5,32,9,7,12,50,57,5,5,0,45,17,42,15,3,2,3,2,0,0,30,7,25,30,7,20,0,0,5,5,57,5,52,0,5
2010,"17031710700",68,8.240,1,3,64,12,52,2080,11,7,25,16,5,17,47,58,6,5,1,34,30,33,25,1,5,1,4,0,1,25,6,33,25,6,27,0,0,6,6,58,6,52,0,6
2010,"17031710800",58,4.970,1,0,57,14,43,1900,14,8,24,6,5,18,39,49,8,4,4,35,22,32,17,3,5,3,1,0,4,23,5,29,23,5,21,0,0,8,4,53,4,45,0,8
2010,"17031710900",25,8.090,0,1,24,6,18,1800.500,6,3,9,6,0,9,15,21,3,1,2,17,7,16,5,1,2,1,0,0,2,11,2,11,11,2,8,0,0,3,2,22,2,19,0,3
2010,"17031711000",55,8.090,7,0,48,14,34,1737.500,14,4,18,9,3,34,14,48,0,0,0,40,8,40,8,0,0,0,0,0,0,24,2,22,24,2,22,0,0,0,9,39,9,39,0,0
2010,"17031711100",15,3.030,3,1,11,1,10,1662.500,1,0,9,1,0,4,7,10,1,1,0,6,5,6,4,0,1,0,1,0,0,4,1,6,4,1,5,0,0,1,1,10,1,9,0,1
2010,"17031711200",30,4.500,2,0,28,4,24,1912.500,4,6,12,4,2,14,14,24,4,3,1,16,12,16,8,0,4,0,3,0,1,11,1,16,11,1,12,0,0,4,5,23,5,19,0,4
2010,"17031711300",14,5.110,0,0,14,5,9,3072,5,1,1,5,2,10,4,14,0,0,0,8,6,8,6,0,0,0,0,0,0,6,4,4,6,4,4,0,0,0,1,13,1,13,0,0
2010,"17031711400",14,6.930,2,0,12,7,5,2275,7,1,2,2,0,6,6,12,0,0,0,7,5,7,5,0,0,0,0,0,0,5,2,5,5,2,5,0,0,0,0,12,0,12,0,0
2010,"17031711500",9,4.520,2,0,7,3,4,2160,3,1,1,1,1,4,3,7,0,0,0,3,4,3,4,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,0,7,0,7,0,0
2010,"17031720100",1,5.260,0,0,1,0,1,2164.930,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2010,"17031720200",15,3.090,0,0,15,5,10,1597.500,5,0,8,1,1,8,7,13,2,1,1,7,8,6,7,1,1,1,0,0,1,3,1,11,3,1,9,0,0,2,1,14,1,12,0,2
2010,"17031720300",3,6,1,0,2,0,2,10325,0,0,0,0,2,1,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1
2010,"17031720400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031720500",1,2.440,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2010,"17031720600",1,1.180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031720700",11,1.420,0,1,10,1,9,2020,1,2,4,1,2,1,9,8,2,2,0,3,7,2,6,1,1,1,1,0,0,2,1,7,1,1,6,1,0,1,0,10,0,8,0,2
2010,"17031730100",4,2.290,0,0,4,3,1,1060,3,0,1,0,0,2,2,3,1,1,0,3,1,2,1,1,0,1,0,0,0,1,1,2,1,1,1,0,0,1,1,3,1,2,0,1
2010,"17031730201",54,3.510,2,0,52,12,40,1737.500,12,4,28,7,1,18,34,46,6,5,1,30,22,26,20,4,2,4,1,0,1,21,5,26,19,5,22,2,0,4,7,45,6,40,1,5
2010,"17031730202",13,4.760,0,1,12,5,7,2935,5,2,1,3,1,6,6,10,2,2,0,5,7,4,6,1,1,1,1,0,0,1,3,8,1,3,6,0,0,2,0,12,0,10,0,2
2010,"17031730300",14,7.140,0,0,14,2,12,3262.500,2,0,3,7,2,2,12,13,1,1,0,10,4,9,4,1,0,1,0,0,0,5,0,9,5,0,8,0,0,1,2,12,2,11,0,1
2010,"17031730400",19,6.110,2,0,17,6,11,2700,6,1,4,3,3,12,5,16,1,1,0,8,9,8,8,0,1,0,1,0,0,4,6,7,4,6,6,0,0,1,2,15,2,14,0,1
2010,"17031730500",13,4.150,2,0,11,8,3,1300,8,1,1,0,1,3,8,8,3,2,1,7,4,5,3,2,1,1,1,1,0,5,1,5,4,1,3,1,0,2,0,11,0,8,0,3
2010,"17031730600",13,4.690,1,0,12,3,9,1750,3,0,6,2,1,8,4,12,0,0,0,8,4,8,4,0,0,0,0,0,0,5,2,5,5,2,5,0,0,0,3,9,3,9,0,0
2010,"17031730700",5,4.030,1,1,3,1,2,3278.750,1,1,0,0,1,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,3,0,3,0,0
2010,"17031740100",4,2.060,0,0,4,1,3,5150,1,0,1,0,2,1,3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,1,3,1,3,0,0
2010,"17031740200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031740300",2,1.650,0,0,2,0,2,941.500,0,1,1,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2010,"17031740400",80,14.390,1,2,77,1,76,1725.920,1,11,42,17,6,0,77,73,4,3,1,32,45,29,44,3,1,2,1,1,0,27,10,40,27,10,36,0,0,4,11,66,11,62,0,4
2010,"17031750100",21,4.180,2,0,19,5,14,3875.500,5,4,1,3,6,7,12,19,0,0,0,13,6,13,6,0,0,0,0,0,0,8,0,11,8,0,11,0,0,0,6,13,6,13,0,0
2010,"17031750200",20,5.670,1,1,18,3,15,4466.680,3,1,3,7,4,8,10,17,1,1,0,9,9,9,8,0,1,0,1,0,0,4,2,12,4,2,11,0,0,1,5,13,5,12,0,1
2010,"17031750300",9,4.640,1,0,8,1,7,2475,1,1,4,2,0,0,8,8,0,0,0,6,2,6,2,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,8,0,8,0,0
2010,"17031750400",4,2.900,0,0,4,1,3,2679.600,1,0,1,1,1,0,4,4,0,0,0,3,1,3,1,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,2,2,2,2,0,0
2010,"17031750500",43,6.810,2,0,41,12,29,2000,12,3,14,10,2,14,27,35,6,5,1,20,21,18,17,2,4,2,3,0,1,11,5,25,11,4,20,0,1,5,5,36,5,30,0,6
2010,"17031750600",20,6.690,3,0,17,4,13,3250,4,1,2,9,1,9,8,16,1,1,0,8,9,8,8,0,1,0,1,0,0,5,2,10,5,2,9,0,0,1,0,17,0,16,0,1
2010,"17031760801",58,3.860,0,0,58,3,55,1414.500,3,11,30,13,1,2,56,56,2,2,0,28,30,26,30,2,0,2,0,0,0,16,17,25,16,17,23,0,0,2,5,53,5,51,0,2
2010,"17031760802",4,2.370,0,0,4,1,3,2068,1,0,2,1,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,2,2,2,2,0,0
2010,"17031760803",41,2.900,2,0,39,11,28,2347.500,9,3,15,8,4,11,28,36,3,2,1,21,18,20,16,1,2,1,1,0,1,12,6,21,12,6,18,0,0,3,4,35,4,32,0,3
2010,"17031770500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031770602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031770700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031770800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031770902",3,0.540,0,0,3,0,3,2100,0,0,2,1,0,3,0,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,2,1,2,0,0
2010,"17031810400",2,1.160,0,0,2,0,2,1187.630,0,1,1,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2010,"17031821402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031823304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031830500",4,1.230,0,0,4,1,3,1240,1,1,2,0,0,4,0,4,0,0,0,3,1,3,1,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,1,3,1,3,0,0
2010,"17031830600",51,3.480,0,0,51,7,44,1942.500,7,5,25,13,1,7,44,48,3,2,1,36,15,35,13,1,2,1,1,0,1,26,5,20,26,5,17,0,0,3,8,43,8,40,0,3
2010,"17031830700",53,4,0,0,53,14,39,1137,15,17,15,4,2,2,51,49,4,1,3,38,15,37,12,1,3,0,1,1,2,27,1,25,27,1,21,0,0,4,7,46,7,42,0,4
2010,"17031830800",9,0.720,0,1,8,1,7,1942.840,1,0,6,1,0,1,7,6,2,2,0,6,2,5,1,1,1,1,1,0,0,5,0,3,5,0,1,0,0,2,0,8,0,6,0,2
2010,"17031830900",22,3.010,1,2,19,3,16,2488.920,3,2,6,6,2,4,15,18,1,0,1,10,9,9,9,1,0,0,0,1,0,8,3,8,8,3,7,0,0,1,7,12,7,11,0,1
2010,"17031831000",6,1.220,0,0,6,1,5,3524.760,1,0,1,4,0,1,5,5,1,1,0,1,5,1,4,0,1,0,1,0,0,0,3,3,0,3,2,0,0,1,1,5,1,4,0,1
